hours_coding,coffee_intake_mg,distractions,sleep_hours,commits,bugs_reported,ai_usage_hours,cognitive_load,task_success
5.1904757264689225,575,6,7.467748620353512,6,1,0.7297433185206337,3.6661361829430015,1
3.069862400569812,320,1,6.483702557105956,0,2,0.08685713508306023,3.44953314443739,0
5.052261633892787,532,3,9.68778398810658,9,1,0.5144396325964696,1.5092591061867562,1
3.6944410886369554,359,4,8.15004448115302,3,0,1.2269228501502787,4.099178453460044,0
6.883442083652914,601,4,8.902918741274386,5,0,0.661380249480287,3.7847281639375585,1
5.331725486982553,497,4,7.608979947337988,3,2,0.8923408079678878,4.272347193412518,1
2.772505947904622,287,3,9.488928921005257,5,0,0.5986343394493768,3.260075820055172,0
2.2490316784448505,213,2,7.997301917473955,1,0,0.6748481659199387,3.5658788496492075,0
5.432846091357119,540,6,7.32327097518269,6,1,0.7547232479178158,3.792893232893875,1
2.1351949457355173,164,1,9.57318680142142,2,0,1.2543517350149123,3.2668215665608598,0
7.073087722779423,596,1,8.137109863930336,6,0,0.835825254909045,2.311639815739899,1
3.585730139151154,376,4,7.415077607159525,6,0,0.46135032170226314,2.472737676888801,0
4.226255514690557,408,2,6.760975887964713,2,0,1.2011530592735316,2.466703189557636,1
3.9388972979201333,416,2,6.817473791124913,2,0,1.1833110960930084,2.6342951549369955,1
5.759223904192977,602,1,8.445140241362422,7,1,0.8238093269119589,2.1879516607334906,1
3.707399854950256,406,2,8.73567302348453,5,0,0.47155564820776436,2.2214897579898567,0
1.9017665479315575,267,2,7.2245222639531965,1,0,0.7827857137948894,3.3507564938432375,0
5.619380579855155,583,3,6.453099728861724,5,3,0.8090685498053994,3.508548603987045,1
4.241851929470275,396,1,7.90175937257801,7,1,1.1273846063482402,2.7694990620543947,1
4.220958961741421,485,3,9.023254298956763,0,0,0.6631805258985124,2.2215370737436513,1
4.853898173319351,494,4,7.48362148998627,2,0,0.22206792719387292,3.5088035979977303,1
3.518352079206044,347,2,6.90695482769059,5,1,0.3792859283244108,3.899683574148462,0
1.2054993422261373,67,7,7.9016373109912825,2,0,0.3660797424867668,4.150090280852672,0
5.6842364461589945,590,1,8.538325456984198,7,1,0.7696834997533875,1.926120698728617,1
0.8076562654284605,173,2,7.729106845285603,0,1,0.5792018289148013,2.4807934844644524,0
4.884822926265567,488,2,8.966780114604576,5,0,0.5955711868168548,1.9131173930596213,1
5.005826994815295,534,1,7.919224009837248,1,1,0.47311854350964805,1.5811728993280882,1
1.0969355778096586,102,7,7.780522144648003,2,0,0.46902593861091807,4.187512225041818,0
2.6478593146450877,207,5,10.020159255512846,3,1,0.32060029983661475,1.5332611826818539,0
6.678308098856035,582,1,6.883197549763894,5,1,0.186374795351016,2.017364620446624,1
2.0593635618047523,182,2,8.02220971900556,1,0,0.6722612345082473,3.522250167245479,0
2.5810937600653068,323,4,8.695725170598099,1,0,0.36033825901496663,3.5237422840342143,0
3.462465861058763,441,2,7.665443751042429,5,0,0.20499417330327024,2.9018665196850653,0
6.338791705747482,596,0,7.730295489401187,4,1,0.6795565338516699,3.9288537209752747,1
5.268275463735515,477,4,7.696531437655253,2,0,0.2353431983772864,3.445883351703839,1
3.346683624118061,298,2,7.299582793250531,5,0,0.864476416761849,3.4413703931231447,0
1.2173810437588943,204,2,7.774121932941877,0,1,0.5899116359966597,2.4770322045939603,0
5.584511190728189,496,4,8.315369944828863,6,2,0.9268455270384254,4.0506730576580185,1
4.416199919702279,521,2,6.901387963834468,2,0,0.22042823695089253,2.483947649800966,1
1.9829616433526682,355,2,9.231057002574941,3,0,0.43188590078297623,1.8234596497445448,0
3.667632925665248,417,4,9.079635770142506,3,0,0.8731527290234982,1.7535089860147886,0
2.680996968396213,132,3,10.210599336505071,0,0,0.31630995829500724,2.8055639937389816,0
3.798407927111501,318,2,5.910116510251406,4,2,0.16945453149124215,4.354856353179506,0
6.701139188590124,606,1,7.077916332150247,5,1,0.21290139467081076,2.139543225146218,1
4.665559713553762,394,1,9.359431801622016,7,0,1.1897299423559824,0.9035458921387493,1
3.69664323390443,346,4,8.206866652130808,3,0,1.27687535449304,3.8218324094338514,0
4.422683117902275,367,2,6.474785185927044,5,0,0.6394564963574363,2.785646239966824,1
4.444100612123399,384,2,6.32773681765902,5,0,0.6321891354791778,2.8292358606176014,1
5.399124838931621,489,2,8.231045826074006,3,0,0.9838737892939411,1.1611945645505677,1
4.450375089202523,372,2,6.499730360991739,5,0,0.5897988030023289,2.8751137943727265,1
6.544617174551556,609,2,7.877460543940772,7,0,0.32058608601894567,3.2119496822699336,1
1.1548762357676792,203,2,7.61287815574036,0,1,0.530554611680622,2.5389110901225385,0
